EpRewMean,loss_pol_surr,EpLenMean,EpisodesSoFar,loss_vf_loss,loss_kl,ev_tdlam_before,TimestepsSoFar,TimeElapsed,EpThisIter,loss_pol_entpen,loss_ent
-4806125.11090935,-0.0066927127,1776.01,3542,1994145900.0,0.0057784766,-0.013295412063598633,7090340,1361.5924942493439,35,0.0,7.8468976
-4331384.42339709,-0.006926564,1796.05,3575,279954000000.0,0.004628572,-8.344650268554688e-07,7153788,1374.319875240326,33,0.0,7.8366084
-4162266.7270968496,-0.0065328768,1754.53,3611,46516953000.0,0.005057093,-0.0003503561019897461,7216346,1387.0888516902924,36,0.0,7.8293004
-3934478.0436224006,-0.006283795,1821.84,3644,285296200000.0,0.005363075,2.7418136596679688e-06,7276622,1400.1140177249908,33,0.0,7.8248286
-3832994.3492872175,-0.006766015,1826.46,3678,46197760000.0,0.005430962,0.0010612010955810547,7340793,1412.6574771404266,34,0.0,7.8299403
-4426564.885336292,-0.006610319,1846.35,3711,31466252000.0,0.004943305,0.0001429915428161621,7400981,1425.6321122646332,33,0.0,7.8145876
-2854327.582474317,-0.0059871967,1794.02,3749,350683000000.0,0.0045856037,5.602836608886719e-06,7463828,1438.314100265503,38,0.0,7.795716
-4046923.251236111,-0.006875066,1751.95,3782,34819710000.0,0.0057461103,-0.0008749961853027344,7524184,1450.9959170818329,33,0.0,7.7919574
-2668306.1058016596,-0.006378251,1658.44,3824,6694258700.0,0.0064152647,-0.0004417896270751953,7586828,1463.640748500824,42,0.0,7.7939916
-11112626.085338032,-0.0056983423,1637.27,3858,2328203400000.0,0.0072201476,-0.001439809799194336,7645996,1476.4476211071014,34,0.0,7.789536
-10341186.19736947,-0.0074157314,1684.05,3895,46521758000.0,0.0046316376,-0.003492116928100586,7708084,1489.1842801570892,37,0.0,7.7816663
-10478952.937556667,-0.0069583347,1760.06,3931,122902040000.0,0.006352371,1.1920928955078125e-07,7772350,1502.0356123447418,36,0.0,7.7685094
-2157695.9679610026,-0.0072811297,1743.06,3966,85556680000.0,0.0049281917,-9.5367431640625e-07,7833454,1515.0909650325775,35,0.0,7.757854
-3012588.269809364,-0.006992628,1761.84,3999,2441414400.0,0.005142544,-2.384185791015625e-07,7892464,1527.996531009674,33,0.0,7.756103
-2343017.4657234075,-0.006384293,1701.91,4037,54085927000.0,0.005104797,-1.1920928955078125e-07,7954835,1541.0554563999176,38,0.0,7.761124
-2003665.7960095531,-0.0069677443,1688.17,4073,1611184000.0,0.0071282964,-2.384185791015625e-07,8015144,1553.675568819046,36,0.0,7.7503057
-1264564.597564845,-0.0067965863,1735.05,4105,145200680000.0,0.004796974,-0.00020015239715576172,8076392,1566.419723033905,32,0.0,7.748233
-2965087.5554694617,-0.006100619,1744.28,4140,239532410000.0,0.004934383,-1.1920928955078125e-07,8135410,1579.2196915149689,35,0.0,7.740235
-5837254.985047566,-0.006782353,1717.87,4181,81962074000.0,0.006422958,-1.1920928955078125e-07,8199691,1591.9630086421967,41,0.0,7.732285
-5234199.445568511,-0.0059215603,1622.9,4218,4973604400.0,0.0052656746,9.357929229736328e-06,8262719,1604.808125257492,37,0.0,7.7332807
-3178381.15107203,-0.0078549255,1719.73,4253,6790256000.0,0.006942169,3.993511199951172e-06,8325249,1617.4402332305908,35,0.0,7.715363
-1183739.5066340116,-0.007320464,1656.69,4295,28133675000.0,0.005974902,4.64320182800293e-05,8389230,1630.3162434101105,42,0.0,7.7034636
-1887004.6341307522,-0.0069061844,1543.61,4332,118504186000.0,0.0056728804,-1.8358230590820312e-05,8444073,1643.2317118644714,37,0.0,7.693279
-2541412.2079715393,-0.00686136,1548.73,4375,42579083000.0,0.0043336432,-2.9325485229492188e-05,8512640,1656.22447681427,43,0.0,7.69278
-2346915.050587016,-0.0057961056,1508.0,4418,1552046100.0,0.0049922336,-0.0006560087203979492,8577274,1669.0716047286987,43,0.0,7.699814
-2178248.583871716,-0.0064815213,1531.59,4458,78605200000.0,0.0060446034,-0.0006134510040283203,8640430,1682.6555924415588,40,0.0,7.6897435
-2539301.761396662,-0.0070930733,1597.53,4494,48307794000.0,0.0056850067,-0.0014003515243530273,8699388,1695.5981104373932,36,0.0,7.6864667
-2232992.2976115146,-0.007523741,1607.69,4533,79333640000.0,0.0049060723,3.874301910400391e-06,8761104,1708.516531944275,39,0.0,7.6872706
-3467528.193643314,-0.006336291,1584.91,4571,110035380000.0,0.00542382,-0.00019681453704833984,8819408,1721.7204172611237,38,0.0,7.6873293
-2648363.4944000803,-0.007536518,1492.81,4613,1095268400.0,0.006054645,-5.245208740234375e-06,8879022,1734.5165429115295,42,0.0,7.6890826
-858844.1821768519,-0.0068715885,1335.05,4663,4193053000.0,0.0048674364,4.172325134277344e-07,8938468,1747.5587294101715,50,0.0,7.693501
-1339404.4906982835,-0.006481218,1272.04,4717,151101650000.0,0.0052821,1.8656253814697266e-05,9009157,1760.381190776825,54,0.0,7.6867976
-1339067.345711151,-0.0066491035,1385.53,4758,5991266300.0,0.0043961843,0.0,9068264,1773.4271802902222,41,0.0,7.68687
-2709808.1442791536,-0.0066040815,1421.93,4803,85748380000.0,0.004485376,-0.00011491775512695312,9133401,1786.5069167613983,45,0.0,7.692723
-2228666.322967639,-0.0077058496,1286.49,4852,99890460000.0,0.0049646567,-0.00032889842987060547,9187875,1799.6540973186493,49,0.0,7.692874
-2326196.418380874,-0.005824302,1202.68,4900,166295290000.0,0.004968309,-0.0005038976669311523,9248872,1812.9526340961456,48,0.0,7.6895556
-2789568.4425865514,-0.005947767,1290.06,4946,130913740000.0,0.003423252,-0.00010418891906738281,9311311,1826.351947069168,46,0.0,7.6836853
