TimeElapsed,loss_ent,loss_kl,TimestepsSoFar,loss_vf_loss,ev_tdlam_before,EpThisIter,EpisodesSoFar,loss_pol_surr,EpRewMean,EpLenMean,loss_pol_entpen
14853.979670763016,9.183551,0.003960685,20990744,8690722000000.0,1.1920928955078125e-07,20,10287,-0.006609271,-88585482.15423386,2034.94,0.0
14885.114471435547,9.191915,0.0039528767,21031724,14256597000000.0,-2.384185791015625e-07,20,10307,-0.0073204017,-96849306.04779127,2049.0,0.0
14916.459973335266,9.18761,0.004299178,21072704,12027069000000.0,5.960464477539063e-08,20,10327,-0.0069404095,-82075160.48943086,2049.0,0.0
14948.164224863052,9.184237,0.0042443248,21113147,6287549000000.0,0.0,20,10347,-0.0074974024,-85866385.8811283,2043.63,0.0
14979.888577461243,9.191404,0.0045145517,21154101,2804232500000.0,1.1920928955078125e-07,20,10367,-0.007615709,-79506362.10314508,2043.37,0.0
15010.905825138092,9.198637,0.0042839656,21195081,9369096000000.0,0.0,20,10387,-0.007700842,-78336565.08609253,2043.37,0.0
15042.040033578873,9.198926,0.004310866,21236061,5506568600000.0,0.0,20,10407,-0.0076032714,-66960768.37577186,2043.37,0.0
15073.827241182327,9.197904,0.0036263869,21277041,12639029000000.0,1.1920928955078125e-07,20,10427,-0.0075044385,-54913576.29291075,2043.37,0.0
15104.90555858612,9.20415,0.004101461,21318021,25387218000000.0,1.7881393432617188e-07,20,10447,-0.008218398,-62274401.98385478,2048.74,0.0
15136.275790214539,9.199849,0.0041546407,21359001,7647224400000.0,0.0,20,10467,-0.0077127456,-78188065.05224557,2049.0,0.0
15168.427708864212,9.197003,0.0034760851,21399981,1933912200000.0,-1.1920928955078125e-07,20,10487,-0.007173404,-75225256.95792407,2049.0,0.0
15199.803895711899,9.188908,0.0042390926,21440961,15482445000000.0,5.960464477539063e-08,20,10507,-0.008049056,-82696768.02111918,2049.0,0.0
15231.808427810669,9.186175,0.004432273,21481956,997063850000.0,0.0,21,10528,-0.008079691,-76148100.56790964,2028.66,0.0
15264.794721364975,9.189939,0.0040978827,21522936,8116995000000.0,5.960464477539063e-08,20,10548,-0.0075198375,-66912708.81699736,2028.66,0.0
15296.63071346283,9.208423,0.004066354,21563916,2591971300000.0,1.1920928955078125e-07,20,10568,-0.007856655,-45361168.270736806,2028.66,0.0
15328.345787286758,9.215057,0.0040685674,21604896,3729066800000.0,0.0,20,10588,-0.00728933,-38565508.269402586,2028.66,0.0
15360.002891540527,9.213452,0.004304803,21645876,11226592000000.0,0.0,20,10608,-0.0075429576,-33251267.39656726,2028.66,0.0
15391.665452480316,9.214358,0.004086745,21686856,11330069000000.0,1.1920928955078125e-07,20,10628,-0.0077372105,-42524292.509899214,2049.0,0.0
15423.544338941574,9.22269,0.0043100156,21727836,25841229000000.0,1.1920928955078125e-07,20,10648,-0.0072328383,-61822302.927878074,2049.0,0.0
15455.644292593002,9.236102,0.004031266,21768816,14053717000000.0,0.0,20,10668,-0.0077389153,-75322164.56927224,2049.0,0.0
