EpLenMean,loss_pol_surr,EpisodesSoFar,ev_tdlam_before,loss_pol_entpen,loss_kl,EpThisIter,EpRewMean,loss_ent,TimestepsSoFar,loss_vf_loss,TimeElapsed
10001.0,-0.0046968786,1120,0.0,0.0,0.005785967,0,-3155873509.848986,7.1204844,11201120,93044380000000.0,7895.743497848511
10001.0,-0.004239706,1120,0.0,0.0,0.0049678944,0,-3155873509.848986,7.1104116,11201120,159551630000000.0,7952.83100771904
10001.0,-0.0036676452,1120,0.0,0.0,0.0046977936,0,-3155873509.848986,7.0873594,11201120,165685380000000.0,8011.650621652603
10001.0,-0.0051578353,1160,5.960464477539063e-08,0.0,0.004905167,40,-3118175271.1321907,7.074651,11601160,95707524000000.0,8069.243283510208
10001.0,-0.0041602263,1160,1.1920928955078125e-07,0.0,0.005040559,0,-3118175271.1321907,7.0694,11601160,82849450000000.0,8126.342723608017
10001.0,-0.0044783847,1160,1.1920928955078125e-07,0.0,0.0051603504,0,-3118175271.1321907,7.0582266,11601160,94755434000000.0,8183.577149391174
10001.0,-0.0047986023,1160,5.960464477539063e-08,0.0,0.0051824693,0,-3118175271.1321907,7.049464,11601160,103409230000000.0,8242.004689216614
10001.0,-0.004452851,1160,0.0,0.0,0.0052318242,0,-3118175271.1321907,7.035768,11601160,99010390000000.0,8300.368850708008
10001.0,-0.0050728302,1200,0.0,0.0,0.0054322137,40,-3009009910.946392,7.0281553,12001200,70364270000000.0,8358.016021728516
10001.0,-0.00427557,1200,0.0,0.0,0.004932536,0,-3009009910.946392,7.0194387,12001200,86853315000000.0,8417.534413576126
10001.0,-0.004402828,1200,-1.1920928955078125e-07,0.0,0.005283045,0,-3009009910.946392,7.0142336,12001200,108501490000000.0,8474.827546596527
10001.0,-0.004123654,1200,0.0,0.0,0.0045717442,0,-3009009910.946392,7.019667,12001200,145269750000000.0,8533.357847213745
10001.0,-0.0042010513,1200,0.0,0.0,0.004790895,0,-3009009910.946392,7.0085917,12001200,147664430000000.0,8591.286363601685
10001.0,-0.0059293685,1240,-1.1920928955078125e-07,0.0,0.004724539,40,-3181440701.294922,7.0079336,12401240,104257810000000.0,8649.590374708176
10001.0,-0.0045273625,1240,-1.1920928955078125e-07,0.0,0.005178634,0,-3181440701.294922,6.9907694,12401240,108474180000000.0,8707.2843811512
10001.0,-0.004462828,1240,0.0,0.0,0.005407986,0,-3181440701.294922,6.9767294,12401240,145812500000000.0,8766.212939977646
10001.0,-0.00435591,1240,0.0,0.0,0.004914046,0,-3181440701.294922,6.9799204,12401240,122830850000000.0,8825.472935676575
10001.0,-0.004272172,1240,0.0,0.0,0.0059862016,0,-3181440701.294922,6.969329,12401240,133675730000000.0,8883.111539125443
10001.0,-0.0055143917,1280,-1.1920928955078125e-07,0.0,0.00457468,40,-3387706089.7034855,6.9680033,12801280,85670440000000.0,8940.222540140152
10001.0,-0.0051261284,1280,5.960464477539063e-08,0.0,0.00547675,0,-3387706089.7034855,6.9596853,12801280,98063410000000.0,8997.8922123909
10001.0,-0.004605028,1280,-2.384185791015625e-07,0.0,0.004394666,0,-3387706089.7034855,6.94814,12801280,147473860000000.0,9055.128716230392
10001.0,-0.0042463504,1280,0.0,0.0,0.0048123775,0,-3387706089.7034855,6.9429064,12801280,201905200000000.0,9111.687521457672
10001.0,-0.0038476784,1280,-1.1920928955078125e-07,0.0,0.0056542507,0,-3387706089.7034855,6.932252,12801280,165935680000000.0,9169.82964849472
10001.0,-0.0054610716,1320,0.0,0.0,0.0053532384,40,-3686931733.2522106,6.922286,13201320,63047784000000.0,9228.803956747055
10001.0,-0.004582723,1320,0.0,0.0,0.0049146474,0,-3686931733.2522106,6.9219713,13201320,170390210000000.0,9286.32395863533
10001.0,-0.004064481,1320,0.0,0.0,0.0051303864,0,-3686931733.2522106,6.909642,13201320,217892750000000.0,9344.1371383667
10001.0,-0.004156012,1320,0.0,0.0,0.0059186863,0,-3686931733.2522106,6.889846,13201320,307147070000000.0,9402.61170911789
10001.0,-0.0041816435,1320,1.1920928955078125e-07,0.0,0.0061384616,0,-3686931733.2522106,6.8752947,13201320,298468050000000.0,9461.829953193665
10001.0,-0.0062609613,1360,0.0,0.0,0.004476874,40,-4493560176.2197,6.8761797,13601360,69489996000000.0,9520.535212278366
10001.0,-0.0045662546,1360,0.0,0.0,0.0052026673,0,-4493560176.2197,6.8667617,13601360,127745950000000.0,9578.822658061981
10001.0,-0.0038605891,1360,0.0,0.0,0.0048806025,0,-4493560176.2197,6.8550415,13601360,126349210000000.0,9636.887076616287
10001.0,-0.0046855733,1360,5.960464477539063e-08,0.0,0.0058228048,0,-4493560176.2197,6.8357286,13601360,188553170000000.0,9694.714477539062
10001.0,-0.0052054017,1400,-1.1920928955078125e-07,0.0,0.005324426,40,-4709618544.482578,6.8322783,14001400,232922650000000.0,9752.336936712265
10001.0,-0.0040145954,1400,0.0,0.0,0.005719211,0,-4709618544.482578,6.8234873,14001400,99203854000000.0,9810.08595585823
10001.0,-0.0040161978,1400,5.960464477539063e-08,0.0,0.0060328944,0,-4709618544.482578,6.8151045,14001400,143321280000000.0,9870.582180023193
10001.0,-0.0045801206,1400,0.0,0.0,0.004693079,0,-4709618544.482578,6.7889605,14001400,162966680000000.0,9927.990648269653
10001.0,-0.0048037274,1400,1.1920928955078125e-07,0.0,0.0053310744,0,-4709618544.482578,6.770629,14001400,178395640000000.0,9987.09107208252
10001.0,-0.0049440907,1440,0.0,0.0,0.00493721,40,-4569953982.130926,6.760955,14401440,200949520000000.0,10045.333103179932
10001.0,-0.00482835,1440,5.960464477539063e-08,0.0,0.0045684464,0,-4569953982.130926,6.751268,14401440,116963370000000.0,10103.13554763794
10001.0,-0.0046278583,1440,0.0,0.0,0.004723209,0,-4569953982.130926,6.7377634,14401440,202401370000000.0,10160.890547990799
10001.0,-0.004883585,1440,1.1920928955078125e-07,0.0,0.006216782,0,-4569953982.130926,6.730072,14401440,184896950000000.0,10219.483179330826
10001.0,-0.003968305,1440,1.1920928955078125e-07,0.0,0.0048582205,0,-4569953982.130926,6.7140665,14401440,257371940000000.0,10278.354085922241
10001.0,-0.0052739745,1480,1.1920928955078125e-07,0.0,0.0066514285,40,-4690855791.415518,6.705016,14801480,229283390000000.0,10336.154813528061
10001.0,-0.005069784,1480,1.1920928955078125e-07,0.0,0.005363801,0,-4690855791.415518,6.690993,14801480,162662540000000.0,10393.836897850037
10001.0,-0.0050118584,1480,0.0,0.0,0.0050077625,0,-4690855791.415518,6.6745615,14801480,206580780000000.0,10451.468777656555
10001.0,-0.004195369,1480,5.960464477539063e-08,0.0,0.0053829234,0,-4690855791.415518,6.653575,14801480,176510440000000.0,10509.71855354309
10001.0,-0.0040420713,1480,0.0,0.0,0.006168183,0,-4690855791.415518,6.6330757,14801480,244516730000000.0,10567.702481508255
10001.0,-0.005128291,1520,0.0,0.0,0.0060474975,40,-5037371401.78412,6.6263437,15201520,140160080000000.0,10627.942670583725
10001.0,-0.004773996,1520,0.0,0.0,0.0052162535,0,-5037371401.78412,6.6232467,15201520,162811360000000.0,10686.326907634735
10001.0,-0.0043216394,1520,0.0,0.0,0.0049959426,0,-5037371401.78412,6.5996656,15201520,142752730000000.0,10745.664934396744
10001.0,-0.0042378902,1520,-1.1920928955078125e-07,0.0,0.004866404,0,-5037371401.78412,6.6010294,15201520,221835600000000.0,10803.906445026398
10001.0,-0.0044746124,1520,1.7881393432617188e-07,0.0,0.0059393467,0,-5037371401.78412,6.5843163,15201520,308520200000000.0,10862.759145736694
10001.0,-0.0061993888,1560,-1.1920928955078125e-07,0.0,0.0051477216,40,-5257023682.953385,6.5862923,15601560,173943520000000.0,10921.207393884659
10001.0,-0.00466379,1560,1.1920928955078125e-07,0.0,0.004883164,0,-5257023682.953385,6.572297,15601560,128730290000000.0,10979.452097892761
